measurement_time,gadget_id,vibration_x,vibration_y,pressure,temperature,failure_time,Unnamed: 10,Unnamed: 11
2020-06-05 03:24:03.856185,1,4,7,16.68657674729078,99.38729670793708,2020-06-05 03:58:01.000000000,,
2020-06-05 06:08:57.889588,1,4,7,10.088520880273572,70.69152572727633,2020-06-05 06:29:49.000000000,,
2020-06-05 12:49:01.697269,5,9,8,19.552301569189687,45.49295454973095,2020-06-05 14:49:59.000000000,,
2020-06-05 08:08:37.921692,5,8,3,13.958291358360514,62.79593255283292,2020-06-05 11:06:17.000000000,,
2020-06-05 02:10:02.338133,5,7,8,12.763215751506737,84.44095929164169,2020-06-05 03:36:34.000000000,,
2020-06-05 15:00:48.086408,4,1,9,14.757697284299828,96.911830641694,2020-06-05 16:02:11.000000000,,
2020-06-05 00:13:22.895289,3,8,6,18.613273807580853,15.888576564583117,2020-06-05 02:38:23.000000000,,
2020-06-05 03:59:55.414541,2,9,7,10.074068541416722,44.97751528110434,2020-06-05 05:47:48.000000000,,
2020-06-05 18:34:56.573457,5,1,7,12.732717493337692,109.72394578903364,2020-06-05 19:22:41.000000000,,
2020-06-05 16:51:58.701070,4,7,6,16.44261600818053,62.48654480148347,2020-06-05 18:22:40.000000000,,
2020-06-05 04:07:41.644064,2,6,5,14.28291104967755,19.473834189993056,2020-06-05 05:23:13.000000000,,
2020-06-06 17:11:51.287628,3,2,0,17.818486676221,83.18281077189535,2020-06-06 18:57:17.000000000,,
2020-06-06 03:18:35.028002,5,7,4,11.631104586536354,92.70921429379504,2020-06-06 04:38:18.000000000,,
2020-06-06 02:25:52.472347,4,7,7,19.592544403805853,101.33881779315816,2020-06-06 04:31:41.000000000,,
2020-06-06 03:09:13.585058,3,6,3,15.634124054730094,68.67848806006093,2020-06-06 04:23:16.000000000,,
2020-06-06 19:26:12.753275,5,8,9,10.96758329388484,40.92962287124499,2020-06-06 21:59:02.000000000,,
2020-06-06 15:08:08.803180,2,7,3,17.853283015341702,87.75739868059306,2020-06-06 16:25:39.000000000,,
2020-06-06 04:33:10.896389,4,5,2,13.0816700583459,49.93081417207232,2020-06-06 05:29:51.000000000,,
2020-06-06 01:53:11.340834,4,6,8,19.06490541652714,67.88033739290115,2020-06-06 03:45:24.000000000,,
2020-06-06 06:31:51.065406,5,9,9,18.538882575579336,34.26750389635357,2020-06-06 09:27:48.000000000,,
2020-06-06 12:51:28.936193,3,6,10,12.17461353698372,87.0699517501332,2020-06-06 13:40:58.000000000,,
2020-06-06 15:26:26.176317,3,6,3,10.689681415476052,40.73378586949348,2020-06-06 18:16:00.000000000,,
2020-06-06 18:20:41.652665,5,10,9,19.295398748547232,30.675811427002397,2020-06-06 18:23:02.000000000,,
2020-06-06 17:05:31.433943,1,7,6,15.192203874577796,90.3071776430874,2020-06-06 19:58:53.000000000,,
2020-06-06 16:30:05.388338,1,6,10,19.968250699590197,68.3369443344676,2020-06-06 19:08:02.000000000,,
2020-06-06 15:17:04.733373,1,6,0,14.404425527300976,40.19764377765248,2020-06-06 16:57:19.000000000,,
2020-06-06 22:23:56.331633,1,4,5,18.583771151521365,31.30366350891851,2020-06-06 22:51:48.000000000,,
2020-06-06 07:52:55.625062,2,5,3,19.133916129556525,53.84589086578196,2020-06-06 10:08:17.000000000,,
2020-06-06 21:06:44.386738,3,8,8,10.466258460493346,74.71946461119659,2020-06-06 23:00:09.000000000,,
2020-06-06 15:21:23.860886,5,9,6,16.288598923112065,104.9733240113236,2020-06-06 16:49:18.000000000,,
2020-06-07 00:07:28.554355,1,8,2,10.901643444090055,23.346790247129643,2020-06-07 02:17:40.000000000,,
2020-06-07 12:00:03.918791,5,7,5,13.54103075165258,40.86587294052287,2020-06-07 13:29:08.000000000,,
2020-06-07 08:24:28.055905,3,2,0,18.48486852582124,59.58493854898053,2020-06-07 09:06:47.000000000,,
2020-06-07 09:05:05.254525,1,6,3,15.307662829364396,69.38717729238077,2020-06-07 10:08:12.000000000,,
2020-06-07 07:03:06.821082,2,4,3,14.14044890229031,60.84036640665119,2020-06-07 09:06:17.000000000,,
2020-06-07 09:34:53.634363,2,2,1,19.110618223650555,86.81498816738406,2020-06-07 11:56:03.000000000,,
2020-06-07 17:44:24.581558,1,2,4,10.232021389526508,40.50243977318839,2020-06-07 20:18:28.000000000,,
2020-06-07 20:49:53.389438,3,10,4,19.573549486949105,86.69860447279223,2020-06-07 21:55:38.000000000,,
2020-06-07 02:42:34.632063,2,7,9,18.33008853655404,77.74636714977582,2020-06-07 04:08:00.000000000,,
2020-06-07 17:44:50.094309,3,5,0,19.102409709560185,50.74725541936002,2020-06-07 18:53:31.000000000,,
2020-06-07 14:34:26.808580,5,6,6,12.750765837749364,30.42151447066001,2020-06-07 15:17:30.000000000,,
2020-06-07 09:32:27.395439,4,7,5,19.521990635509777,43.44450851063385,2020-06-07 09:59:17.000000000,,
2020-06-07 15:47:01.950795,1,10,8,10.05731477335888,29.92351449363281,2020-06-07 17:07:37.000000000,,
2020-06-07 06:54:10.890889,2,2,5,19.047837047035927,27.01742525690549,2020-06-07 09:22:47.000000000,,
2020-06-07 16:32:58.140014,2,3,2,19.41550327216337,80.56438211752976,2020-06-07 18:37:39.000000000,,
2020-06-07 02:15:47.841484,5,8,8,17.835775446727954,28.492830102283648,2020-06-07 03:17:28.000000000,,
2020-06-07 23:51:11.907390,5,10,0,11.76866160415861,95.16718632174124,2020-06-07 23:51:47.000000000,,
2020-06-07 05:49:30.815781,5,2,6,17.565360203823627,104.09745982564276,2020-06-07 08:45:41.000000000,,
2020-06-08 22:44:05.593359,4,6,8,19.99220936182285,40.26249202496779,2020-06-08 23:41:58.000000000,,
2020-06-08 15:20:06.322632,5,7,9,13.64611475420864,19.492636086863627,2020-06-08 15:57:55.000000000,,
2020-06-08 20:57:05.268626,1,4,10,17.45283517653465,93.2403816844783,2020-06-08 23:18:14.000000000,,
2020-06-08 04:55:47.397039,4,4,2,11.206893029860206,50.61004184688835,2020-06-08 05:23:06.000000000,,
2020-06-08 19:57:19.671367,1,6,9,19.375498859220933,88.51614923704051,2020-06-08 22:28:21.000000000,,
2020-06-08 12:49:27.210021,3,3,7,10.368026520478203,74.91254373698021,2020-06-08 13:40:12.000000000,,
2020-06-08 03:55:44.124612,5,2,9,18.66063061843044,90.52702820634788,2020-06-08 04:44:23.000000000,,
2020-06-08 15:35:22.106510,5,3,4,12.312980775128334,107.17663618951175,2020-06-08 17:56:31.000000000,,
2020-06-08 12:17:55.779177,3,10,3,19.291601817368296,54.48314632701261,2020-06-08 13:17:13.000000000,,
2020-06-08 17:48:00.521152,3,9,6,12.631927046333942,103.22639789256644,2020-06-08 19:24:12.000000000,,
2020-06-08 07:29:19.261326,5,7,7,19.642917832121626,95.15743555309932,2020-06-08 10:17:36.000000000,,
2020-06-08 23:03:58.179917,5,8,6,17.13892638482274,104.34985271084456,2020-06-08 23:34:18.000000000,,
2020-06-08 07:45:43.745874,1,4,4,14.297618058941907,94.38231779043952,2020-06-08 08:35:59.000000000,,
2020-06-08 03:43:29.929992,1,10,9,18.12624429096129,38.27809630821315,2020-06-08 06:39:24.000000000,,
2020-06-08 06:24:21.511051,1,10,1,17.52162287813122,23.987668613896822,2020-06-08 08:08:41.000000000,,
2020-06-08 01:58:13.656265,2,1,5,11.232484108587176,14.057623725941175,2020-06-08 03:49:39.000000000,,
2020-06-08 06:04:29.924492,4,1,5,13.497116974443465,61.92218873065698,2020-06-08 07:57:56.000000000,,
2020-06-08 03:12:24.011901,5,3,5,11.974011289289637,70.26590387635828,2020-06-08 05:31:46.000000000,,
2020-06-08 01:47:16.999899,5,8,4,19.589118032657986,103.9312840502122,2020-06-08 03:42:38.000000000,,
2020-06-08 03:10:39.960896,3,4,10,18.63489290936031,64.7317238877464,2020-06-08 04:51:35.000000000,,
2020-06-08 01:09:59.065706,4,4,2,19.925109808213712,88.11680713395465,2020-06-08 01:58:18.000000000,,
2020-06-09 16:19:43.082308,2,2,7,10.245219293682691,80.41469856660038,2020-06-09 18:55:46.000000000,,
2020-06-09 05:42:44.449344,3,2,2,13.303475583697564,45.13077609969141,2020-06-09 08:23:26.000000000,,
2020-06-09 20:33:54.417641,1,5,3,10.6890643588739,43.21622343894583,2020-06-09 20:45:12.000000000,,
2020-06-09 02:41:25.931393,1,2,2,11.592888006084632,71.53229277076113,2020-06-09 02:55:53.000000000,,
2020-06-09 02:29:54.924692,1,9,9,17.962852035712796,40.01378154131451,2020-06-09 05:06:05.000000000,,
2020-06-09 21:06:18.873987,2,2,7,17.532751544470656,37.08826816798862,2020-06-09 22:55:12.000000000,,
2020-06-09 14:44:22.601860,2,5,4,15.871080174946671,50.84480010195514,2020-06-09 14:44:24.000000000,,
2020-06-09 20:46:35.125012,1,3,9,12.086682856187611,104.79439772997166,2020-06-09 21:53:53.000000000,,
2020-06-09 02:37:58.829382,2,3,10,10.585470560119315,54.55545252889093,2020-06-09 03:14:18.000000000,,
2020-06-09 06:38:46.269426,4,2,3,17.227195704674894,67.83335558980687,2020-06-09 08:34:23.000000000,,
2020-06-09 16:15:23.954795,2,4,0,15.48292156941957,60.22212051731931,2020-06-09 17:17:19.000000000,,
2020-06-09 14:05:55.966996,4,2,1,18.35841530519893,80.34692982600296,2020-06-09 14:22:55.000000000,,
2020-06-09 00:42:02.574457,5,3,0,10.242702141754975,56.56178203900679,2020-06-09 02:51:43.000000000,,
2020-06-09 06:34:27.141914,3,1,2,16.414973550294985,19.958198258609134,2020-06-09 06:35:18.000000000,,
2020-06-09 07:00:30.744574,1,7,5,14.006453967572174,33.99225983946277,2020-06-09 07:51:38.000000000,,
2020-06-09 04:57:13.772877,1,6,7,13.067035715321342,62.68890773340483,2020-06-09 06:41:14.000000000,,
2020-06-09 05:59:26.609060,1,2,1,18.47525202508208,54.77471675193012,2020-06-09 07:12:17.000000000,,
2020-06-10 03:30:50.222622,1,5,8,19.68573843691235,81.19235544521422,2020-06-10 06:27:35.000000000,,
2020-06-10 04:16:46.411841,1,4,8,10.459548603647866,24.078724917314297,2020-06-10 04:42:35.000000000,,
2020-06-10 00:47:13.727472,4,3,7,18.26422425547601,88.96878010221415,2020-06-10 02:47:30.000000000,,
2020-06-10 19:19:36.224422,1,7,1,18.80139273841896,84.27327418937149,2020-06-10 21:18:11.000000000,,
2020-06-10 20:37:04.844484,1,7,7,17.888227756635462,44.008506441730624,2020-06-10 23:00:45.000000000,,
2020-06-10 19:12:41.020402,2,2,1,17.403797629608665,86.64867146052171,2020-06-10 20:50:55.000000000,,
2020-06-10 05:02:51.438643,3,8,10,10.152378502300682,55.411389317938585,2020-06-10 07:28:47.000000000,,
2020-06-10 13:03:34.293229,4,8,8,17.10317455924131,39.27001731872542,2020-06-10 13:59:46.000000000,,
2020-06-10 02:08:01.611961,2,5,2,13.847863920958996,90.7794179446854,2020-06-10 03:42:40.000000000,,
2020-06-10 09:34:10.446444,3,5,9,11.118371601170754,24.27115695616335,2020-06-10 10:37:55.000000000,,
2020-06-10 08:46:04.693469,2,9,8,17.098628321398948,69.27184948345463,2020-06-10 10:25:21.000000000,,
2020-06-10 16:08:55.263526,2,5,6,19.67916972472704,107.6991245519226,2020-06-10 17:53:40.000000000,,
2020-06-10 22:08:40.547754,1,3,6,10.307300815875362,39.08081007712838,2020-06-10 23:11:50.000000000,,
2020-06-10 04:58:32.311131,5,1,3,15.953796852355902,31.360308029902768,2020-06-10 07:04:50.000000000,,
2020-06-10 14:38:37.098509,1,4,5,18.382747394137382,90.42060752067344,2020-06-10 16:13:04.000000000,,
2020-06-10 03:43:56.442744,5,2,5,13.233025331564315,84.23558457744937,2020-06-10 06:36:52.000000000,,
2020-06-11 18:00:57.903690,5,10,0,12.032105247907026,20.77175504573889,2020-06-11 19:05:25.000000000,,
2020-06-11 13:17:50.214021,5,9,2,15.305787743002153,87.72749920090122,2020-06-11 13:56:51.000000000,,
2020-06-11 12:08:51.011401,1,8,10,10.94559766527861,88.692719519638,2020-06-11 14:52:29.000000000,,
2020-06-11 11:20:27.583258,5,1,10,14.88291120900181,38.42615847983614,2020-06-11 11:36:16.000000000,,
2020-06-11 05:17:58.384938,3,3,9,13.027403670161046,96.48479461389348,2020-06-11 07:13:04.000000000,,
2020-06-11 18:30:37.445944,5,2,6,17.60104116296288,29.690618122885752,2020-06-11 18:36:21.000000000,,
2020-06-11 21:00:24.533053,1,9,6,11.565948763897374,50.08698559849711,2020-06-11 22:03:25.000000000,,
2020-06-11 16:53:16.239323,2,10,4,15.872549164899189,67.37074045442293,2020-06-11 17:06:40.000000000,,
2020-06-11 11:06:03.824882,3,1,7,14.103051614228065,69.98442150838062,2020-06-11 11:57:09.000000000,,
2020-06-11 16:21:43.808480,3,4,10,13.866735244403683,47.70685746520485,2020-06-11 18:43:50.000000000,,
2020-06-11 13:55:16.985798,3,5,1,17.706206379614898,29.189737515953965,2020-06-11 15:52:03.000000000,,
2020-06-11 20:21:49.060606,2,5,2,10.13753060543964,37.05593184848412,2020-06-11 20:39:16.000000000,,
2020-06-11 13:06:01.532153,3,2,7,14.455984321505948,62.44168542327328,2020-06-11 15:26:30.000000000,,
2020-06-11 19:00:52.338533,1,9,6,14.134479041583615,66.08236317766621,2020-06-11 20:26:25.000000000,,
2020-06-11 15:52:29.778977,2,5,9,13.56125063936723,85.5744703659166,2020-06-11 17:45:14.000000000,,
2020-06-11 02:00:23.220022,2,5,5,19.4830274773982,21.717145088819017,2020-06-11 02:36:00.000000000,,
2020-06-11 21:37:08.116911,4,9,3,15.773701949094765,101.21152855396262,2020-06-11 23:00:57.000000000,,
2020-06-11 07:17:56.092209,3,7,1,17.26904319662893,77.2706156954625,2020-06-11 08:30:39.000000000,,
2020-06-11 12:47:26.483848,5,5,7,16.516104486924863,105.88005837912468,2020-06-11 14:31:14.000000000,,
2020-06-12 21:10:29.163916,5,8,2,14.898461887833228,92.483421386592,2020-06-12 21:16:15.000000000,,
2020-06-12 05:14:47.958095,3,5,0,15.383141215449143,91.58251510958716,2020-06-12 06:28:13.000000000,,
2020-06-12 13:17:58.051605,2,4,6,15.977943218261862,16.289062452606053,2020-06-12 14:38:36.000000000,,
2020-06-12 13:28:03.682468,2,9,4,15.39273026116907,96.97078681645864,2020-06-12 16:16:31.000000000,,
2020-06-12 10:13:46.781978,3,1,6,11.124805043968198,87.38130745523964,2020-06-12 11:30:40.000000000,,
2020-06-12 05:47:38.927192,4,8,4,15.756032851493742,35.46021831212778,2020-06-12 08:09:07.000000000,,
2020-06-12 12:05:31.746974,1,8,2,14.738494641454148,66.3902812774313,2020-06-12 13:40:19.000000000,,
2020-06-12 00:52:50.393239,5,2,4,11.813523206646448,74.93340025428694,2020-06-12 03:13:36.000000000,,
2020-06-12 14:08:39.881088,5,5,3,13.047979360450071,76.4637456936345,2020-06-12 14:25:41.000000000,,
2020-06-12 21:01:50.908890,2,3,2,14.98997649014395,84.64570164934806,2020-06-12 22:52:39.000000000,,
2020-06-12 07:30:11.286828,3,8,4,15.241823241710296,50.59931175038334,2020-06-12 09:23:37.000000000,,
2020-06-12 03:02:01.705870,2,7,9,10.701202787090002,28.1516892205816,2020-06-12 04:16:56.000000000,,
2020-06-12 21:55:59.840384,5,1,5,14.570049959786656,85.78446451639293,2020-06-12 23:36:39.000000000,,
2020-06-12 21:14:05.103510,3,7,2,12.518157341025306,75.54975359496295,2020-06-12 23:01:23.000000000,,
2020-06-12 22:44:39.943694,1,10,10,17.485870989511607,108.96119541532296,2020-06-12 23:28:32.000000000,,
2020-06-13 08:54:34.110911,5,7,4,15.29859453669388,60.46338585255214,2020-06-13 09:14:37.000000000,,
2020-06-13 08:36:00.062606,4,6,5,10.152290103249555,82.69346711575258,2020-06-13 11:11:41.000000000,,
2020-06-13 12:15:54.053005,4,1,7,10.731459101291284,74.94419147620205,2020-06-13 14:51:57.000000000,,
2020-06-13 05:59:53.121812,3,3,10,18.604940506591426,30.61603350544013,2020-06-13 06:55:36.000000000,,
2020-06-13 12:05:58.259725,2,10,7,12.186906486946706,106.42299330474172,2020-06-13 14:12:46.000000000,,
2020-06-13 08:53:16.572657,4,4,3,15.706323630941704,56.70310630443012,2020-06-13 10:29:21.000000000,,
2020-06-13 04:31:27.845384,1,4,4,12.177966331155984,81.62726832280467,2020-06-13 07:04:29.000000000,,
2020-06-13 08:18:42.552555,4,8,10,19.42542511847989,51.04778678347847,2020-06-13 08:30:05.000000000,,
2020-06-13 22:45:15.294029,1,7,6,11.665024814748966,74.38340490151464,2020-06-13 23:30:30.000000000,,
2020-06-13 15:44:34.711871,2,8,1,18.552266092310287,29.54712248358565,2020-06-13 17:51:23.000000000,,
2020-06-13 08:49:40.633063,3,5,6,10.14810029177559,63.440418500111,2020-06-13 10:19:04.000000000,,
2020-06-13 22:38:20.090009,4,1,0,19.180327961143,74.79877596061891,2020-06-13 23:12:05.000000000,,
2020-06-13 21:23:01.033703,5,5,2,14.047662174269576,25.943188012226,2020-06-13 23:50:36.000000000,,
2020-06-13 08:48:31.932393,1,7,3,14.495557688970976,69.1371906359712,2020-06-13 10:21:23.000000000,,
2020-06-13 14:39:12.448844,2,2,7,11.8857154864634,87.90089892060655,2020-06-13 16:53:41.000000000,,
2020-06-13 06:15:08.905690,3,3,0,18.484990260700144,37.272303120364136,2020-06-13 08:59:20.000000000,,
2020-06-13 13:00:50.379137,3,8,10,13.550370722070776,25.15750941392346,2020-06-13 14:46:10.000000000,,
2020-06-13 12:52:37.636863,1,2,6,18.48528851148842,106.72822916421876,2020-06-13 15:40:41.000000000,,
2020-06-14 07:36:22.302930,3,3,10,15.0379159249991,49.89805735959917,2020-06-14 09:50:39.000000000,,
2020-06-14 18:31:29.471447,4,2,10,10.993586900867989,49.80817171066008,2020-06-14 19:19:12.000000000,,
2020-06-14 06:26:23.237223,2,4,7,15.03127198797755,98.89428934037822,2020-06-14 08:09:05.000000000,,
2020-06-14 01:36:02.668366,4,1,10,11.883322464375324,63.574255019306506,2020-06-14 02:13:47.000000000,,
2020-06-14 03:48:32.245424,4,1,6,15.326920011089378,85.3382453503557,2020-06-14 05:00:13.000000000,,
2020-06-14 00:47:39.240224,4,7,3,18.796344490930856,108.26236071584384,2020-06-14 01:40:48.000000000,,
2020-06-14 13:24:53.255625,5,4,3,13.250324778295145,41.787853636277255,2020-06-14 14:40:05.000000000,,
2020-06-14 01:01:20.810681,3,7,4,17.55366193219605,98.77901373080016,2020-06-14 02:18:46.000000000,,
2020-06-14 20:26:08.188118,1,8,9,18.952098684853443,58.10560305016192,2020-06-14 23:13:52.000000000,,
2020-06-14 14:08:48.718671,4,8,10,17.878088982448524,106.80228970355112,2020-06-14 14:31:20.000000000,,
2020-06-14 14:42:56.226022,5,8,5,15.300838226449368,48.41633687721769,2020-06-14 17:25:03.000000000,,
2020-06-14 22:47:32.695369,1,8,2,14.252146970407512,96.9758565063917,2020-06-14 23:33:37.000000000,,
2020-06-14 14:04:38.428742,2,1,9,13.481503205763872,73.4921846569593,2020-06-14 16:22:12.000000000,,
2020-06-14 06:20:11.221122,4,1,9,12.821163365483612,59.75911001415956,2020-06-14 06:45:06.000000000,,
2020-06-14 09:27:50.592759,4,6,0,11.432828528099543,47.03335785491405,2020-06-14 11:34:34.000000000,,
2020-06-14 03:24:20.531353,2,7,2,15.131337868140946,101.2270264973644,2020-06-14 03:49:54.000000000,,
2020-06-14 00:57:18.358335,4,10,5,15.326209229613935,103.52738170273804,2020-06-14 03:55:51.000000000,,
2020-06-14 02:30:11.599859,5,1,3,18.48897882861765,65.69360990809587,2020-06-14 03:58:14.000000000,,
2020-06-14 22:36:10.526252,1,4,6,19.351111825433108,52.08652397407411,2020-06-14 23:28:15.000000000,,
2020-06-14 12:57:23.277127,2,2,2,15.650455483498114,73.11848769244946,2020-06-14 13:03:29.000000000,,
2020-06-14 17:33:44.600360,4,1,6,14.51050235791995,50.636393259074026,2020-06-14 20:23:45.000000000,,
