measurement_time,gadget_id,vibration_x,vibration_y,pressure,temperature,failure_time
2020-06-01 07:22:31.403220,1,7,6,10.786445336251855,44.14028904192153,2020-06-01 09:15:14
2020-06-01 00:47:09.658982,5,7,1,19.441104597029884,15.558288072830258,2020-06-01 03:23:21
2020-06-01 20:49:15.241762,5,8,2,10.936828427450166,23.996728263570112,2020-06-01 23:43:22
2020-06-01 17:23:45.101705,5,2,3,13.77855500350394,79.20976847991805,2020-06-01 18:45:54
2020-06-02 07:13:31.048452,5,9,4,11.63308177103254,29.341862175982264,2020-06-02 09:42:52
2020-06-02 04:21:56.205160,5,9,7,16.35430789315794,14.885877444780633,2020-06-02 07:15:34
2020-06-02 02:24:21.490474,1,4,10,17.135533716739637,17.569208962795518,2020-06-02 04:00:10
2020-06-02 18:27:07.399269,4,1,9,18.087327703979998,39.7308855242375,2020-06-02 20:55:52
2020-06-02 00:09:16.406120,2,8,9,10.324525263551282,88.79884686092936,2020-06-02 00:59:47
2020-06-02 04:10:16.625381,1,9,5,15.724947793301306,29.757976425637658,2020-06-02 05:16:22
2020-06-02 05:26:22.945297,5,8,3,11.425652780845288,104.93560083254089,2020-06-02 07:14:51
2020-06-02 20:50:28.210010,5,6,7,16.076101914199647,66.41533924627244,2020-06-02 21:45:11
2020-06-02 09:36:44.333516,3,8,2,16.215592022766998,59.21104084551352,2020-06-02 11:36:57
2020-06-02 19:27:19.131956,3,7,2,18.751915983691354,29.467973712302957,2020-06-02 20:08:58
2020-06-02 03:14:45.477173,2,7,9,10.420589966177621,50.20814522564496,2020-06-02 06:01:27
2020-06-02 02:11:54.519475,2,8,0,12.678048800583353,29.70459480529093,2020-06-02 03:17:32
2020-06-02 09:10:14.609080,4,2,8,10.013808745360546,32.0256570870813,2020-06-02 10:24:07
2020-06-02 18:09:16.215410,2,4,3,16.85943255022779,25.530635800490266,2020-06-02 18:58:48
2020-06-02 16:26:17.356867,4,5,9,12.436981638726756,71.52777057914754,2020-06-02 18:59:25
2020-06-02 03:50:59.184759,5,10,1,13.38899783264981,88.18522791292932,2020-06-02 05:15:04
2020-06-02 02:46:32.444622,1,6,7,13.081493758210657,29.450651949277002,2020-06-02 03:24:13
2020-06-02 05:20:33.155407,2,10,9,11.92223838025108,101.37928337311673,2020-06-02 06:01:54
2020-06-02 13:30:36.031801,3,10,5,18.59064790777955,40.28422220767932,2020-06-02 16:28:54
2020-06-02 15:27:24.355267,3,8,6,12.091285773132181,84.63290248116849,2020-06-02 17:48:13
2020-06-02 17:54:08.019400,3,8,7,12.500429763295958,94.592729341532,2020-06-02 19:49:58
2020-06-02 15:58:17.612830,5,1,4,10.273238264832399,20.586704140529942,2020-06-02 17:53:19
2020-06-02 14:16:24.196859,4,1,8,10.043262115911137,57.815915737040214,2020-06-02 16:53:41
2020-06-02 19:52:00.785439,5,8,10,17.049404758074346,97.57732196956289,2020-06-02 22:45:53
2020-06-02 21:42:27.979148,4,9,7,16.275731879289154,100.93487905185195,2020-06-02 22:36:43
2020-06-02 06:06:42.134656,4,4,6,12.828849419217548,42.638914244352854,2020-06-02 08:58:59
2020-06-02 06:23:42.164458,4,6,1,15.519486759205616,71.09443618242217,2020-06-02 09:22:49
2020-06-02 04:11:04.016600,2,1,10,13.390968572502754,32.7557497292774,2020-06-02 06:23:51
2020-06-02 02:27:10.241162,3,1,4,16.19452118664434,30.637048016230054,2020-06-02 04:24:08
2020-06-02 03:05:32.833891,4,4,6,17.313648878364138,75.03942287885573,2020-06-02 03:06:27
2020-06-02 01:43:57.538276,4,8,4,13.508465064217559,43.11184307695794,2020-06-02 03:24:38
2020-06-02 14:34:15.380719,1,4,6,15.500377676093912,72.06225840500544,2020-06-02 16:29:05
2020-06-02 06:49:11.209160,5,3,0,17.651734052047647,36.619512692829275,2020-06-02 08:19:09
2020-06-02 21:01:38.449922,4,6,6,16.578503478808475,92.83271615650925,2020-06-02 23:26:18
2020-06-02 12:56:50.260713,2,5,1,15.981073749840693,73.00700888795193,2020-06-02 13:22:00
2020-06-02 23:11:06.032901,2,2,3,13.763111731367422,20.20052209361861,2020-06-02 23:53:32
2020-06-02 09:22:02.714535,3,10,0,14.488287737628841,19.961056289234605,2020-06-02 09:57:12
2020-06-03 03:18:26.381919,3,3,7,10.572895296411124,100.79035631542858,2020-06-03 03:51:17
2020-06-03 09:51:51.529526,3,6,0,10.412717976384897,96.40779367705123,2020-06-03 11:20:40
2020-06-03 14:58:57.034201,4,8,2,12.075356995681194,84.21010026434959,2020-06-03 15:45:57
2020-06-03 07:35:33.476923,3,1,6,18.458972603131603,34.2537328157088,2020-06-03 10:31:03
2020-06-03 14:06:49.739386,4,5,5,14.577588802635926,80.6564064839075,2020-06-03 16:46:36
2020-06-03 14:36:29.028701,1,5,9,14.788508620079442,102.17572550877792,2020-06-03 15:19:21
2020-06-03 19:14:47.398119,4,6,2,13.825518285647043,94.03988357311387,2020-06-03 21:59:28
2020-06-03 15:37:11.101255,1,8,3,14.170065719088448,47.96159510919024,2020-06-03 17:56:22
2020-06-03 03:59:41.488174,1,1,5,12.170954112740759,12.79768193734264,2020-06-03 05:36:01
2020-06-03 04:27:11.892344,1,6,7,17.69646907602408,25.79765521003668,2020-06-03 07:19:03
2020-06-03 12:10:19.467273,4,2,2,12.005839046489804,71.62009346138167,2020-06-03 13:19:39
2020-06-03 17:14:54.272613,3,5,7,17.762511034347455,75.23958959927381,2020-06-03 19:23:02
2020-06-03 00:24:53.941997,1,9,9,19.254443154256315,79.37861073040791,2020-06-03 00:41:28
2020-06-03 04:17:37.434871,5,2,10,18.81292697479531,71.58063961711365,2020-06-03 06:37:47
2020-06-03 04:47:51.826891,3,3,6,14.528153247659557,14.64244671472285,2020-06-03 05:28:22
2020-06-03 20:18:00.170008,3,8,7,17.69990029940699,79.38056613106698,2020-06-03 21:50:29
2020-06-03 10:24:32.858042,2,5,7,10.671805590860377,31.07760010998925,2020-06-03 10:53:28
2020-06-03 14:41:02.087504,5,3,2,19.75378644866618,39.0289279198584,2020-06-03 16:54:17
2020-06-03 16:44:09.540727,4,10,1,17.74916447499069,108.90379996352691,2020-06-03 19:05:11
2020-06-03 09:34:47.736886,1,5,2,10.847739041478407,86.79925342023718,2020-06-03 10:51:04
2020-06-03 18:59:05.099404,5,8,8,19.288289039184384,57.09610424436815,2020-06-03 21:59:04
2020-06-03 05:18:10.981749,3,3,6,16.613314113973363,16.723414089505173,2020-06-03 07:55:50
2020-06-03 01:03:38.348917,1,5,6,17.907174349375094,17.484136081307923,2020-06-03 01:38:28
2020-06-03 21:17:50.088504,2,1,6,16.836760864710808,74.75325498213735,2020-06-03 22:41:16
2020-06-03 06:59:59.634881,4,6,7,10.817616896596094,102.01993126858775,2020-06-03 09:19:48
2020-06-03 07:05:10.559227,5,7,10,18.98978795823305,94.92497620516042,2020-06-03 07:56:00
2020-06-03 08:40:39.082604,1,10,10,19.223654118373958,80.77834449839385,2020-06-03 10:04:33
2020-06-03 10:12:01.124206,2,1,1,13.348016288463503,100.78238051431676,2020-06-03 11:34:54
2020-06-03 19:47:54.303665,4,1,7,17.06021672249239,22.437190877804635,2020-06-03 21:15:12
2020-06-03 12:51:56.387719,5,8,6,12.301743748391477,39.86930139527344,2020-06-03 15:18:22
2020-06-03 04:03:47.969948,4,5,4,13.144542677385527,60.777201465700344,2020-06-03 06:50:22
2020-06-03 05:39:55.358867,2,5,9,12.42780613821623,79.31145371048959,2020-06-03 06:52:54
2020-06-04 03:21:10.369768,3,9,9,16.95597354539025,103.72674130064055,2020-06-04 05:11:03
2020-06-04 17:02:52.878643,1,6,0,12.344003835849417,83.60873752708898,2020-06-04 17:30:21
2020-06-04 15:16:27.403870,2,10,8,18.512261423724446,43.77691201835672,2020-06-04 16:23:10
2020-06-04 00:28:04.506875,4,4,9,16.63820842845871,104.94891216765777,2020-06-04 00:40:05
2020-06-04 19:27:49.471823,3,7,5,13.509114944131749,58.00258018110152,2020-06-04 20:00:35
2020-06-04 12:52:40.016100,1,3,7,13.306777527932123,47.351281820170385,2020-06-04 14:43:27
2020-06-04 00:11:13.002750,4,1,7,10.129176772397157,90.0049529689013,2020-06-04 00:49:23
2020-06-04 00:14:57.670333,1,4,6,12.003780560090675,18.189292965909566,2020-06-04 01:53:40
2020-06-04 14:34:41.957747,2,2,0,18.225124798604945,21.41815449296629,2020-06-04 16:45:16
2020-06-04 18:49:26.879093,3,1,2,19.579586081030044,91.97191587176926,2020-06-04 19:59:46
2020-06-04 08:26:44.854842,1,7,2,17.943384309527346,93.26647513086554,2020-06-04 10:26:22
2020-06-04 17:22:32.133456,5,9,10,10.81259283694764,28.414459944803568,2020-06-04 19:47:45
2020-06-04 13:04:11.070203,5,7,6,19.36627752175577,15.44032091790517,2020-06-04 14:09:00
2020-06-04 13:45:44.227811,3,7,9,19.264438965720398,106.03109807430307,2020-06-04 16:41:33
2020-06-04 19:56:19.555727,3,7,6,12.411617002416305,84.57686806466201,2020-06-04 22:14:36
2020-06-04 16:26:26.882544,3,5,1,19.06924732334805,59.84966000837986,2020-06-04 16:57:56
2020-06-04 22:19:37.603630,5,1,6,11.978326946693441,46.89295916915848,2020-06-04 22:31:58
2020-06-04 16:53:05.132656,1,1,7,18.446807013634377,53.374437216878086,2020-06-04 19:23:11
2020-06-04 07:52:33.506725,1,4,9,12.712475500824985,23.252924315830455,2020-06-04 09:11:41
2020-06-04 01:02:33.906345,1,9,2,14.99542977616866,54.52171193179358,2020-06-04 03:35:26
2020-06-04 15:10:54.665333,3,2,2,11.336662273324334,79.08833985648653,2020-06-04 16:47:34
2020-06-04 02:29:06.837791,5,3,7,19.911404373861785,94.78476692668258,2020-06-04 02:44:20
2020-06-04 06:20:14.548227,3,8,3,10.81116294861709,82.4035503409152,2020-06-04 08:00:53
2020-06-04 22:50:00.521326,5,10,10,16.076711739849674,15.939401512813735,2020-06-04 23:19:12
2020-06-04 06:39:45.277363,2,3,9,12.868424762538073,49.11040613561484,2020-06-04 08:09:33
2020-06-04 20:47:40.459322,2,2,0,16.63091912466438,74.19065388071446,2020-06-04 22:51:25
2020-06-04 19:00:22.830491,4,4,7,10.413626531335048,43.270363821739714,2020-06-04 21:39:23
2020-06-04 08:34:40.767038,1,9,4,10.738451597460877,13.209357631388619,2020-06-04 10:55:48
2020-06-04 18:05:52.362018,5,1,1,13.732421734187266,57.4128543556748,2020-06-04 18:13:56
2020-06-04 09:30:15.678083,3,7,8,13.104742249417768,80.4751619900013,2020-06-04 11:28:29
2020-06-04 13:14:59.495924,5,6,7,18.371679948760494,89.47503622886201,2020-06-04 15:14:10
2020-06-04 09:36:05.467973,4,5,1,18.930234671172315,34.506640081896116,2020-06-04 11:48:56
2020-06-04 14:16:54.536726,1,7,9,19.679634314876644,70.919636609363,2020-06-04 16:54:47
2020-06-04 05:34:09.331816,4,6,4,12.65470106861303,88.16238902375764,2020-06-04 07:47:14
2020-06-04 05:44:44.469023,5,6,0,14.85421175520631,65.50471419198765,2020-06-04 06:19:13
2020-06-04 00:03:22.853392,3,4,10,12.396948966388276,58.14156216235331,2020-06-04 00:57:00
2020-06-04 16:29:41.210260,2,3,10,17.034434083237684,74.55246267210623,2020-06-04 17:16:16
2020-06-04 19:14:08.532576,3,4,9,14.818082335029072,97.15208317559605,2020-06-04 21:43:31
2020-06-04 02:21:28.976948,1,9,2,10.679017357589103,50.506672186400586,2020-06-04 04:54:19
2020-06-05 04:12:21.747687,1,5,1,19.192967695715602,42.7698303101733,2020-06-05 04:32:41
2020-06-05 07:19:17.075503,3,2,6,15.919938349504676,14.101387326472631,2020-06-05 09:45:28
2020-06-05 02:09:19.057302,1,7,7,11.067838698573413,57.74360103478891,2020-06-05 03:12:04
2020-06-05 16:57:28.665783,2,6,8,16.07548705516349,76.5713003747642,2020-06-05 18:39:13
2020-06-05 05:39:25.019000,1,7,10,11.23086064755902,54.78244585238502,2020-06-05 06:00:44
2020-06-05 17:55:25.750487,5,7,10,12.401841178619703,70.60092883219258,2020-06-05 20:27:26
2020-06-05 16:01:05.363518,4,8,9,17.978235118549165,77.31884747322124,2020-06-05 17:48:32
2020-06-05 05:43:53.314965,3,7,9,13.557317745935825,65.99438481863233,2020-06-05 06:42:36
2020-06-05 03:48:23.722586,1,7,10,16.523892814819963,61.97726188930592,2020-06-05 04:51:12
2020-06-05 13:26:08.735836,5,7,2,12.926094358620034,26.65393293386436,2020-06-05 15:54:45
2020-06-05 08:21:21.641982,5,10,5,16.698238672564806,107.33073274616875,2020-06-05 09:03:49
2020-06-05 07:12:43.657232,4,6,1,14.589702910268024,109.31626742009544,2020-06-05 08:28:49
2020-06-05 16:32:55.537976,2,10,6,18.65668705862076,15.02511053877674,2020-06-05 19:22:49
2020-06-05 04:09:41.522676,2,9,7,11.941826754167433,54.130043058586345,2020-06-05 04:56:03
2020-06-05 04:31:18.374118,3,4,1,18.60942104927949,76.67148254865587,2020-06-05 07:15:53
2020-06-05 15:29:41.766088,2,2,2,15.874280306273548,68.84113628533622,2020-06-05 16:51:54
2020-06-05 04:26:15.975448,4,7,5,19.180641993869077,74.9945601024637,2020-06-05 04:58:36
2020-06-05 14:09:55.541427,2,7,0,18.698503803579126,95.16659049335631,2020-06-05 16:12:06
2020-06-05 07:19:47.415370,3,8,7,15.615666027972384,40.92576269972975,2020-06-05 07:53:35
2020-06-05 01:14:40.063153,2,2,3,12.385928449923137,58.29634585533506,2020-06-05 02:44:12
2020-06-05 17:38:18.195009,2,2,5,11.867806789243483,89.83642855451068,2020-06-05 18:50:45
2020-06-05 01:41:40.127456,2,2,10,11.528075584395841,18.078205037645652,2020-06-05 04:37:00
2020-06-05 08:19:06.993999,5,2,9,13.639831950158177,34.54040262206898,2020-06-05 09:39:30
2020-06-05 00:47:43.761688,2,4,10,15.51827557580344,71.90338621884375,2020-06-05 01:10:02
2020-06-05 13:59:37.455572,1,4,4,15.726771172822563,13.671954150405039,2020-06-05 15:08:30
2020-06-05 07:48:48.839141,5,2,3,12.227071418161692,105.40930087625772,2020-06-05 08:46:37
2020-06-05 05:07:27.318865,5,8,9,15.88922500525127,89.6562743742287,2020-06-05 05:47:16
2020-06-05 09:07:56.198259,4,9,6,18.529751144247797,76.36115106754725,2020-06-05 11:49:50
2020-06-05 04:48:52.506625,5,10,9,14.293758340708626,39.12659793290799,2020-06-05 04:59:24
2020-06-05 16:08:47.987199,4,3,7,17.12239577145005,107.11157336660314,2020-06-05 18:59:44
2020-06-05 03:25:16.851542,2,9,2,17.333803712801533,51.1892939546607,2020-06-05 06:00:12
2020-06-05 02:30:50.145907,2,1,1,17.81871228261989,13.191480402340792,2020-06-05 03:14:57
2020-06-05 00:17:12.318315,2,8,6,14.941901246385383,106.8591330497604,2020-06-05 01:34:50
2020-06-05 17:23:23.287514,2,9,3,11.896502759916821,104.19123581979743,2020-06-05 18:39:30
2020-06-05 13:36:17.296014,1,8,0,13.755762509691774,73.71530982751788,2020-06-05 14:04:30
2020-06-06 00:36:07.944747,1,10,0,12.701315543169983,67.38567391805613,2020-06-06 03:12:50
2020-06-06 23:51:08.170908,4,10,3,16.92484525442616,66.16929486814243,2020-06-06 23:59:22
2020-06-06 15:57:03.644582,5,10,0,17.98798454896346,15.671378695920115,2020-06-06 18:01:58
2020-06-06 06:29:01.614480,1,4,10,15.976892127447346,74.99622139926397,2020-06-06 07:24:30
2020-06-06 22:19:37.603630,1,1,0,11.606973220118777,57.18029379657523,2020-06-06 23:15:07
2020-06-06 02:22:24.893844,3,4,9,15.605973610019873,52.76662168622063,2020-06-06 02:42:13
2020-06-06 07:40:35.875593,3,10,1,16.74466565587793,22.626783552320482,2020-06-06 09:21:31
2020-06-06 08:25:27.123756,2,4,8,11.53649581479528,75.29617095237258,2020-06-06 08:40:05
2020-06-06 15:26:27.438371,2,6,5,16.27233397261361,95.88536752297625,2020-06-06 16:35:08
2020-06-06 04:01:42.847642,1,1,1,12.095948486284716,52.103700396015164,2020-06-06 04:38:59
2020-06-06 15:04:56.349767,2,8,4,11.438600644611089,37.307067379733645,2020-06-06 17:22:00
2020-06-06 21:42:10.927796,2,3,0,12.123354450442694,25.420165200723286,2020-06-06 23:15:50
2020-06-06 00:03:01.039201,3,3,9,16.59784015267842,67.13697018173218,2020-06-06 01:02:43
2020-06-06 14:14:10.548877,4,3,10,17.361457593836356,57.77520049289511,2020-06-06 15:43:47
2020-06-06 04:04:39.124006,3,10,10,11.039086744141315,74.64932886564263,2020-06-06 04:25:10
2020-06-06 04:42:10.562678,2,3,1,14.759605672691205,86.4247398857741,2020-06-06 04:55:39
2020-06-06 10:09:47.476223,5,6,6,12.908388929872112,80.13556041295718,2020-06-06 11:52:12
2020-06-06 13:18:04.297964,1,4,6,12.342064028371116,26.61975654242959,2020-06-06 15:44:08
2020-06-06 10:26:07.640482,2,9,4,16.520576920675207,78.94679963423795,2020-06-06 10:57:43
2020-06-06 15:27:02.541077,4,3,3,10.726893757229064,50.65446184993033,2020-06-06 17:47:28
2020-06-06 14:28:34.116505,3,1,0,16.237102766304954,12.350441062922874,2020-06-06 16:52:59
2020-06-06 15:19:24.680234,1,1,6,15.874192036498513,57.533866079133276,2020-06-06 15:59:17
2020-06-06 13:06:24.718185,5,10,2,16.172851231367495,102.004645642802,2020-06-06 16:04:37
2020-06-06 21:24:32.032451,3,6,9,16.189936177337234,97.87976006609864,2020-06-06 23:54:45
2020-06-06 09:46:49.130856,3,6,8,10.023903877607335,13.55848156736607,2020-06-06 11:08:50
2020-06-06 20:04:06.942247,5,1,9,11.696625954552673,19.408917351881662,2020-06-06 20:51:04
2020-06-06 18:45:20.397319,2,1,1,11.951456974730197,71.25533606617934,2020-06-06 21:05:17
2020-06-06 15:03:59.432871,2,1,1,13.55593793339021,20.093461888243272,2020-06-06 15:55:32
2020-06-06 21:57:18.123806,1,7,4,11.061592556631721,33.831220338872555,2020-06-06 23:23:41
2020-06-06 17:10:30.739486,3,10,0,14.871365102886942,98.85492776603039,2020-06-06 19:08:05
2020-06-06 16:07:04.679083,5,3,5,10.307965711822554,75.9764219249529,2020-06-06 17:08:05
2020-06-06 03:04:18.865643,1,4,10,14.221513063679605,27.24440581966823,2020-06-06 04:33:39
2020-06-06 20:22:49.280164,3,2,1,19.454513892876868,48.38408003837684,2020-06-06 22:12:31
2020-06-06 10:26:56.031701,1,7,4,12.590997425791457,92.87647974088871,2020-06-06 10:47:04
2020-06-06 01:14:00.197609,3,3,1,13.79198547193686,37.87008170634381,2020-06-06 03:09:11
2020-06-06 03:30:58.115755,2,2,4,16.840396735147117,105.82614796965963,2020-06-06 03:55:56
2020-06-06 15:33:53.010700,1,6,8,19.53106786442908,43.13000272911471,2020-06-06 17:47:44
2020-06-06 01:11:29.498274,2,1,7,19.28536081766925,104.62509984527651,2020-06-06 02:21:10
2020-06-06 06:46:05.407120,4,10,7,17.751582506726514,65.72221887140682,2020-06-06 07:04:29
2020-06-07 20:28:18.255862,2,4,1,13.634153299967865,19.45960247875294,2020-06-07 20:38:08
2020-06-07 14:46:08.249012,3,9,4,11.510722775387002,31.670070492463616,2020-06-07 16:15:28
2020-06-07 04:30:21.457222,1,1,7,12.629058907980884,66.00370481424612,2020-06-07 06:46:24
2020-06-07 08:15:10.037901,5,4,3,15.22936560549354,19.27444965238378,2020-06-07 10:34:01
2020-06-07 02:57:19.870343,2,5,6,16.37739650947692,78.94841554297233,2020-06-07 03:31:34
2020-06-07 14:49:39.628081,3,10,1,10.08410821176615,55.62780842754932,2020-06-07 17:16:27
2020-06-07 14:30:08.898944,4,1,3,11.73575110216462,50.92484100711556,2020-06-07 15:36:53
2020-06-07 16:38:45.327866,3,10,9,17.294159521624124,16.673239203472754,2020-06-07 16:58:45
2020-06-07 19:08:44.319715,2,8,0,12.798330233480634,13.716213946477907,2020-06-07 19:15:01
2020-06-07 03:42:20.644182,1,2,2,15.576782272834858,96.0992999530087,2020-06-07 05:38:57
2020-06-07 16:37:53.173808,3,1,7,18.883286176321946,14.876381596551598,2020-06-07 19:15:39
2020-06-07 18:12:34.305965,5,9,2,17.488732342588097,27.163855906561466,2020-06-07 20:03:24
2020-06-07 12:20:41.315965,2,3,1,16.669007244782758,106.70515465476795,2020-06-07 12:55:35
2020-06-07 02:35:44.018900,5,8,4,17.42868410812126,48.93193042643783,2020-06-07 05:28:20
2020-06-07 07:50:36.910095,5,4,8,18.28567979697748,108.77861078945038,2020-06-07 10:45:52
2020-06-07 08:37:33.280564,5,3,7,13.585267415862607,52.24019397443867,2020-06-07 09:58:32
2020-06-07 09:10:31.660433,1,5,10,17.630609043654317,93.28144878058254,2020-06-07 10:04:18
2020-06-07 04:43:02.716735,2,10,5,17.590163134262195,101.13083885913,2020-06-07 05:44:01
2020-06-07 02:32:42.979698,1,9,0,19.269016304474633,25.93539771136968,2020-06-07 04:05:38
2020-06-07 10:34:29.129706,3,10,10,17.538402352858107,57.96233863290293,2020-06-07 11:13:08
2020-06-07 12:54:10.035701,1,2,8,10.482011241157782,100.68037314164593,2020-06-07 14:14:37
2020-06-07 07:07:07.155857,1,9,7,16.327157109276847,57.010682199271976,2020-06-07 09:49:57
2020-06-07 13:26:08.735836,4,6,5,18.691559832218736,88.19505115824379,2020-06-07 14:35:37
2020-06-07 14:37:42.996949,3,6,2,19.42368417041007,55.5760474473851,2020-06-07 17:01:36
2020-06-07 09:22:51.105755,4,4,10,16.847447438215436,78.8122256956685,2020-06-07 09:24:11
2020-06-07 00:56:47.879293,4,10,6,10.402637844627284,31.476263070231617,2020-06-07 03:32:40
2020-06-07 02:45:23.239211,2,5,0,15.675591688993201,73.87076981419588,2020-06-07 05:30:25
2020-06-07 06:08:08.391419,3,4,1,16.65215133428499,14.339714160975916,2020-06-07 07:38:22
2020-06-07 08:14:56.749387,3,10,2,15.370667996622107,80.44240914005519,2020-06-07 10:41:26
2020-06-07 00:24:23.602130,4,9,1,13.597891023687705,52.66516153193262,2020-06-07 03:13:32
2020-06-07 13:21:58.491224,4,9,2,15.615907593601236,93.27236025921667,2020-06-07 15:38:16
2020-06-07 07:06:15.001800,5,6,1,11.920148620954778,64.70796397502829,2020-06-07 08:38:05
2020-06-08 21:32:09.893294,1,9,3,12.83706568911557,59.2135571856929,2020-06-08 21:40:25
2020-06-08 10:04:28.026201,1,3,6,10.113151699760781,107.65130724321732,2020-06-08 11:09:02
2020-06-08 21:14:23.472273,2,8,2,17.619012652354815,54.258695155215726,2020-06-08 22:32:51
2020-06-08 17:42:50.253812,3,6,0,14.3900369082299,28.93983582495825,2020-06-08 17:57:19
2020-06-08 14:01:17.000850,2,3,3,10.034525219370975,32.65308693133952,2020-06-08 16:39:01
2020-06-08 15:05:30.452472,2,8,6,16.83662518198534,66.91995845520852,2020-06-08 17:26:44
2020-06-08 23:11:06.032901,1,1,6,14.792757972506353,48.755678801650916,2020-06-08 23:25:25
2020-06-08 08:28:32.925796,5,8,5,14.469344066540916,20.531838999530613,2020-06-08 11:08:13
2020-06-08 08:16:27.768988,3,5,3,16.72134363576527,23.385037436510252,2020-06-08 09:48:03
2020-06-08 05:46:10.725786,4,8,6,17.693043876755787,95.80094243788825,2020-06-08 06:11:08
2020-06-08 14:29:30.033401,5,6,1,16.74668683835347,14.040692045309282,2020-06-08 14:36:13
2020-06-08 02:52:22.234511,1,2,4,15.5831449455812,31.37229699194242,2020-06-08 03:10:28
2020-06-08 22:10:54.300215,5,1,9,18.754999223063237,97.69843977019022,2020-06-08 22:53:42
2020-06-08 19:28:40.625881,4,2,5,17.894120523560346,22.96948082894663,2020-06-08 22:02:47
2020-06-08 04:48:30.692434,4,7,6,12.127947544979875,107.96378471102247,2020-06-08 05:31:54
2020-06-08 01:28:07.713885,3,8,2,15.617079879665452,99.32465403088815,2020-06-08 03:15:19
2020-06-08 10:40:23.682434,4,8,7,19.53442078969382,68.83274388870188,2020-06-08 11:02:57
2020-06-08 03:17:17.176508,1,3,10,13.911730399157843,68.13462798226952,2020-06-08 05:29:23
2020-06-08 19:23:21.175858,2,8,5,11.880639541832677,16.90075770058581,2020-06-08 21:39:22
2020-06-08 00:27:17.115655,3,1,5,10.00464581377377,71.24948729350213,2020-06-08 03:11:12
2020-06-08 07:38:25.990449,3,2,0,11.956490364176597,75.28217674227038,2020-06-08 08:06:47
2020-06-08 07:21:22.197809,5,2,3,17.131899197574576,98.45431756543192,2020-06-08 09:32:58
2020-06-08 04:50:27.289064,3,1,4,12.479883172668611,12.910185795943475,2020-06-08 05:20:29
2020-06-08 18:32:35.374968,3,10,1,15.996525168083027,62.14155884859409,2020-06-08 21:02:11
2020-06-09 08:37:19.992049,4,9,1,11.127143851711102,16.103389479925582,2020-06-09 11:14:19
2020-06-09 03:39:40.419170,4,6,3,18.69098537650778,44.48857322288117,2020-06-09 05:37:08
2020-06-09 02:43:26.642582,3,6,9,17.55815866253143,76.37836034708278,2020-06-09 04:20:54
2020-06-09 03:24:50.274513,2,8,0,12.905808605259221,78.59894450953462,2020-06-09 05:27:25
2020-06-09 12:18:44.719335,2,10,9,17.064654788549,21.373398914848664,2020-06-09 13:35:15
